date,district,actual_m3
2024-03-10,Иркутский район,143.992561
2024-03-10,Казачинско-Ленский район,14.149240
2024-03-10,Куйтунский район,6.960467
2024-03-10,Левый берег,286.384878
2024-03-10,МО Саянск,23.100425
2024-03-10,Ольхонский район,3.423594
2024-03-10,Осинский район,4.724677
2024-03-10,Правый берег,239.197684
2024-03-10,Слюдянский район,25.556759
2024-03-10,Тулунский район,38.018383
2024-03-10,Усольский район,79.261607
2024-03-10,Черемховский район,31.495669
2024-03-10,Шелеховский район,56.485811
2024-03-10,Эхирит-Булагатский район,11.026345
2024-03-11,Аларский район,12.730073
2024-03-11,Ангарский ГО,189.281428
2024-03-11,Балаганский район,3.966426
2024-03-11,Баяндаевский район,13.575270
2024-03-11,Бодайбинский район,11.242356
2024-03-11,Боханский район,4.946009
2024-03-11,Жигаловский район,6.835071
2024-03-11,Заларинский район,11.312078
2024-03-11,Зиминский район,35.840515
2024-03-11,Иркутский район,195.119515
2024-03-11,Казачинско-Ленский район,12.568411
2024-03-11,Качугский район,6.363554
2024-03-11,Куйтунский район,4.521178
2024-03-11,Левый берег,352.814432
2024-03-11,МО Саянск,28.434323
2024-03-11,Нукутский район,3.859530
2024-03-11,Ольхонский район,4.463577
2024-03-11,Осинский район,10.246432
2024-03-11,Правый берег,291.750044
2024-03-11,Слюдянский район,24.990973
2024-03-11,Тулунский район,48.252820
2024-03-11,Усольский район,91.623385
2024-03-11,Усть-Удинский район,2.049692
2024-03-11,Черемховский район,44.047522
2024-03-11,Шелеховский район,55.829088
2024-03-11,Эхирит-Булагатский район,11.334996
2024-03-12,Аларский район,8.310162
2024-03-12,Ангарский ГО,168.709870
2024-03-12,Балаганский район,3.891801
2024-03-12,Баяндаевский район,12.269184
2024-03-12,Бодайбинский район,10.113155
2024-03-12,Боханский район,3.843912
2024-03-12,Жигаловский район,5.874503
2024-03-12,Заларинский район,11.442804
2024-03-12,Зиминский район,39.947443
2024-03-12,Иркутский район,149.137917
2024-03-12,Казачинско-Ленский район,12.155021
2024-03-12,Куйтунский район,10.592569
2024-03-12,Левый берег,318.331212
2024-03-12,МО Саянск,20.026649
2024-03-12,Нукутский район,4.942676
2024-03-12,Ольхонский район,2.596992
2024-03-12,Осинский район,8.707369
2024-03-12,Правый берег,262.986082
2024-03-12,Слюдянский район,28.451292
2024-03-12,Тулунский район,47.717410
2024-03-12,Усольский район,87.506800
2024-03-12,Усть-Удинский район,5.935563
2024-03-12,Черемховский район,40.771422
2024-03-12,Шелеховский район,45.253033
2024-03-12,Эхирит-Булагатский район,13.318415
2024-03-13,Аларский район,5.009042
2024-03-13,Ангарский ГО,157.085985
2024-03-13,Балаганский район,3.364575
2024-03-13,Баяндаевский район,13.377791
2024-03-13,Бодайбинский район,7.314016
2024-03-13,Боханский район,3.526795
2024-03-13,Жигаловский район,5.282377
2024-03-13,Заларинский район,13.772119
2024-03-13,Зиминский район,29.067950
2024-03-13,Иркутский район,162.501579
2024-03-13,Казачинско-Ленский район,13.466098
2024-03-13,Качугский район,5.538391
2024-03-13,Куйтунский район,4.418951
2024-03-13,Левый берег,327.393810
2024-03-13,МО Саянск,28.827838
2024-03-13,Нукутский район,3.231275
2024-03-13,Осинский район,10.968204
2024-03-13,Правый берег,266.379957
2024-03-13,Слюдянский район,28.904687
2024-03-13,Тулунский район,41.362039
2024-03-13,Усольский район,81.939870
2024-03-13,Черемховский район,64.705545
2024-03-13,Шелеховский район,51.258249
2024-03-13,Эхирит-Булагатский район,16.709318
2024-03-14,Аларский район,6.782884
2024-03-14,Ангарский ГО,170.751201
2024-03-14,Баяндаевский район,14.116390
2024-03-14,Бодайбинский район,11.698178
2024-03-14,Боханский район,3.119925
2024-03-14,Жигаловский район,4.725188
2024-03-14,Заларинский район,11.870382
2024-03-14,Зиминский район,30.538225
2024-03-14,Иркутский район,136.273942
2024-03-14,Казачинско-Ленский район,11.591327
2024-03-14,Качугский район,5.518770
2024-03-14,Куйтунский район,8.091687
2024-03-14,Левый берег,297.898052
2024-03-14,МО Саянск,22.957373
2024-03-14,Нукутский район,5.649863
2024-03-14,Осинский район,4.450140
2024-03-14,Правый берег,258.876381
2024-03-14,Слюдянский район,24.832627
2024-03-14,Тулунский район,37.927425
2024-03-14,Усольский район,77.371331
2024-03-14,Усть-Удинский район,2.710606
2024-03-14,Черемховский район,45.547122
2024-03-14,Шелеховский район,44.156649
2024-03-14,Эхирит-Булагатский район,16.563692
2024-03-15,Аларский район,9.390200
2024-03-15,Ангарский ГО,200.324573
2024-03-15,Балаганский район,3.886198
2024-03-15,Баяндаевский район,11.352184
2024-03-15,Бодайбинский район,9.479911
2024-03-15,Боханский район,2.194371
2024-03-15,Жигаловский район,6.712512
2024-03-15,Заларинский район,7.942823
2024-03-15,Зиминский район,29.010057
2024-03-15,Иркутский район,180.619113
2024-03-15,Казачинско-Ленский район,10.965558
2024-03-15,Качугский район,7.154217
2024-03-15,Куйтунский район,7.051849
2024-03-15,Левый берег,345.722996
2024-03-15,МО Саянск,28.617513
2024-03-15,Нукутский район,9.554625
2024-03-15,Ольхонский район,10.279143
2024-03-15,Осинский район,10.299628
2024-03-15,Правый берег,295.609449
2024-03-15,Слюдянский район,32.185008
2024-03-15,Тулунский район,47.578654
2024-03-15,Усольский район,94.887925
2024-03-15,Усть-Удинский район,3.933469
2024-03-15,Черемховский район,58.819611
2024-03-15,Шелеховский район,54.176756
2024-03-15,Эхирит-Булагатский район,14.512953
2024-03-16,Аларский район,4.516180
2024-03-16,Ангарский ГО,110.408236
2024-03-16,Баяндаевский район,11.849865
2024-03-16,Бодайбинский район,7.719454
2024-03-16,Боханский район,4.547008
2024-03-16,Заларинский район,4.748360
2024-03-16,Зиминский район,33.588391
2024-03-16,Иркутский район,126.261297
2024-03-16,Казачинско-Ленский район,12.356070
2024-03-16,Куйтунский район,5.317650
2024-03-16,Левый берег,300.999962
